1,2116
2,2063
3,2277
4,2242
5,2364
6,2136
7,2317
8,2357
9,2367
10,2222
11,2347
12,2040
13,2154
14,2012
15,2288
16,2259
17,2154
18,2340
19,2075
20,2228
21,2130
22,2363
23,2233
24,2179
25,2191
26,2242
27,2303
28,2297
29,2012
30,2377
31,2341
32,2007
33,2284
34,2091
35,2185
36,2126
37,2036
38,2309
39,2272
40,2268
41,2030
42,2079
43,2073
44,2029
45,2300
46,2115
47,2152
48,2076
49,2294
50,2323
51,2274
52,2372
53,2165
54,2169
55,2127
56,2205
57,2099
58,2185
59,2248
60,2215
61,2093
62,2269
63,2278
64,2155
65,2389
66,2357
67,2382
68,2169
69,2183
70,2034
71,2335
72,2160
73,2308
74,2324
75,2129
76,2081
77,2111
78,2247
79,2158
80,2095
81,2280
82,2236
83,2177
84,2366
85,2246
86,2289
87,2211
88,2039
89,2313
90,2382
91,2213
92,2165
93,2300
94,2258
95,2213
96,2253
97,2299
98,2126
99,2043
100,2024
101,2068
102,2031
103,2146
104,2096
105,2311
106,2245
107,2183
108,2080
109,2113
110,2184
111,2051
112,2228
113,2089
114,2219
115,2347
116,2154
117,2066
118,2216
119,2353
120,2208
121,2119
122,2311
123,2181
124,2069
125,2084
126,2034
127,2344
128,2066
129,2342
130,2384
131,2102
132,2052
133,2094
134,2209
135,2310
136,2209
137,2251
138,2066
139,2214
140,2199
141,2315
142,2244
143,2006
144,2385
145,2013
146,2313
147,2344
148,2163
149,2370
150,2205
151,2161
152,2088
153,2367
154,2205
155,2183
156,2039
157,2302
158,2323
159,2054
160,2263
161,2179
162,2019
163,2366
164,2068
165,2027
166,2051
167,2171
168,2294
169,2389
170,2313
171,2160
172,2181
173,2245
174,2155
175,2231
176,2342
177,2310
178,2018
179,2354
180,2382
181,2049
182,2277
183,2290
184,2011
185,2356
186,2156
187,2070
188,2146
189,2329
190,2291
191,2375
192,2156
193,2383
194,2080
195,2144
196,2085
197,2304
198,2088
199,2027
200,2321
201,2219
202,2032
203,2317
204,2150
205,2178
206,2276
207,2100
208,2214
209,2379
210,2271
211,2148
212,2042
213,2228
214,2074
215,2172
216,2141
217,2194
218,2106
219,2017
220,2234
221,2291
222,2112
223,2174
224,2181
225,2189
226,2261
227,2219
228,2353
229,2205
230,2254
231,2237
232,2275
233,2215
234,2163
235,2189
236,2374
237,2244
238,2162
239,2157
240,2220
241,2152
242,2025
243,2228
244,2225
245,2389
246,2116
247,2089
248,2096
249,2228
250,2110
251,2132
252,2139
253,2069
254,2377
255,2051
256,2167
257,2321
258,2244
259,2154
260,2064
261,2097
262,2200
263,2054
264,2286
265,2190
266,2267
267,2056
268,2066
269,2165
270,2238
271,2290
272,2123
273,2054
274,2048
275,2211
276,2283
277,2005
278,2168
279,2116
280,2102
281,2059
282,2224
283,2145
284,2309
285,2301
286,2119
287,2053
288,2301
289,2313
290,2043
291,2166
292,2018
293,2387
294,2315
295,2090
296,2069
297,2054
298,2086
299,2115
300,2087
301,2138
302,2304
303,2236
304,2364
305,2177
306,2266
307,2292
308,2150
309,2272
310,2292
311,2297
312,2192
313,2246
314,2100
315,2116
316,2098
317,2358
318,2175
319,2162
320,2285
321,2091
322,2166
323,2020
324,2021
325,2304
326,2006
327,2239
328,2031
329,2086
330,2000
331,2065
332,2027
333,2070
334,2070
335,2380
336,2240
337,2221
338,2347
339,2311
340,2310
341,2131
342,2003
343,2171
344,2358
345,2203
346,2185
347,2135
348,2372
349,2218
350,2066
351,2127
352,2035
353,2168
354,2323
355,2384
356,2223
357,2297
358,2111
359,2024
360,2288
361,2083
362,2333
363,2288
364,2386
365,2320
366,2029
367,2144
368,2119
369,2079
370,2315
371,2130
372,2039
373,2069
374,2082
375,2162
376,2015
377,2031
378,2240
379,2204
380,2276
381,2069
382,2358
383,2348
384,2146
385,2113
386,2160
387,2253
388,2383
389,2070
390,2193
391,2357
392,2213
393,2349
394,2345
395,2106
396,2217
397,2171
398,2005
399,2010
400,2032
401,2320
402,2304
403,2126
404,2033
405,2247
406,2223
407,2230
408,2200
409,2327
410,2063
411,2137
412,2157
413,2124
414,2248
415,2264
416,2330
417,2345
418,2337
419,2343
420,2274
421,2111
422,2324
423,2066
424,2143
425,2284
426,2137
427,2274
428,2078
429,2352
430,2105
431,2355
432,2112
433,2196
434,2231
435,2373
436,2004
437,2158
438,2030
439,2115
440,2229
441,2374
442,2022
443,2024
444,2273
445,2245
446,2112
447,2031
448,2221
449,2251
450,2186
451,2269
452,2281
453,2286
454,2218
455,2339
456,2308
457,2134
458,2342
459,2114
460,2134
461,2255
462,2196
463,2119
464,2055
465,2068
466,2224
467,2206
468,2151
469,2132
470,2286
471,2340
472,2144
473,2050
474,2022
475,2137
476,2157
477,2077
478,2186
479,2182
480,2201
481,2037
482,2241
483,2026
484,2223
485,2102
486,2332
487,2136
488,2368
489,2103
490,2076
491,2266
492,2046
493,2181
494,2139
495,2299
496,2186
497,2351
498,2299
499,2125
500,2182
501,2138
502,2388
503,2209
504,2296
505,2214
506,2055
507,2254
508,2233
509,2331
510,2000
511,2055
512,2010
513,2164
514,2278
515,2345
516,2164
517,2271
518,2358
519,2332
520,2159
521,2381
522,2287
523,2031
524,2144
525,2105
526,2384
527,2178
528,2369
529,2268
530,2387
531,2251
532,2011
533,2249
534,2089
535,2210
536,2181
537,2069
538,2358
539,2350
540,2344
541,2004
542,2090
543,2174
544,2332
545,2006
546,2002
547,2195
548,2161
549,2052
550,2212
551,2023
552,2077
553,2237
554,2353
555,2105
556,2094
557,2269
558,2278
559,2139
560,2237
561,2310
562,2259
563,2267
564,2234
565,2303
566,2321
567,2296
568,2002
569,2281
570,2344
571,2356
572,2040
573,2205
574,2363
575,2373
576,2008
577,2075
578,2005
579,2325
580,2293
581,2043
582,2197
583,2252
584,2372
585,2216
586,2174
587,2184
588,2218
589,2154
590,2376
591,2171
592,2093
593,2173
594,2217
595,2327
596,2044
597,2113
598,2116
599,2141
600,2027
601,2052
602,2387
603,2128
604,2277
605,2126
606,2208
607,2042
608,2312
609,2194
610,2212
611,2031
612,2166
613,2194
614,2157
615,2040
616,2152
617,2169
618,2335
619,2052
620,2355
621,2353
622,2098
623,2362
624,2362
625,2330
626,2081
627,2289
628,2011
629,2234
630,2360
631,2379
632,2245
633,2052
634,2364
635,2016
636,2278
637,2263
638,2292
639,2023
640,2323
641,2349
642,2316
643,2322
644,2071
645,2222
646,2244
647,2383
648,2332
649,2301
650,2040
651,2190
652,2014
653,2359
654,2091
655,2039
656,2178
657,2197
658,2106
659,2110
660,2383
661,2073
662,2324
663,2082
664,2220
665,2216
666,2329
667,2260
668,2215
669,2029
670,2238
671,2031
672,2044
673,2156
674,2128
675,2381
676,2272
677,2107
678,2107
679,2021
680,2035
681,2085
682,2034
683,2256
684,2358
685,2143
686,2108
687,2048
688,2162
689,2184
690,2095
691,2379
692,2058
693,2037
694,2177
695,2377
696,2094
697,2190
698,2055
699,2314
700,2361
701,2309
702,2343
703,2215
704,2095
705,2102
706,2218
707,2360
708,2249
709,2278
710,2375
711,2077
712,2150
713,2237
714,2114
715,2283
716,2183
717,2113
718,2130
719,2342
720,2264
721,2373
722,2203
723,2046
724,2324
725,2068
726,2083
727,2178
728,2088
729,2237
730,2026
731,2102
732,2227
733,2351
734,2363
735,2012
736,2222
737,2176
738,2192
739,2217
740,2108
741,2088
742,2374
743,2226
744,2199
745,2279
746,2125
747,2009
748,2023
749,2001
750,2350
751,2196
752,2137
753,2035
754,2276
755,2158
756,2347
757,2307
758,2018
759,2301
760,2333
761,2012
762,2029
763,2368
764,2084
765,2032
766,2215
767,2273
768,2132
769,2263
770,2051
771,2229
772,2067
773,2020
774,2125
775,2333
776,2161
777,2102
778,2376
779,2172
780,2144
781,2388
782,2073
783,2027
784,2209
785,2141
786,2335
787,2122
788,2150
789,2061
790,2132
791,2345
792,2057
793,2355
794,2303
795,2312
796,2257
797,2304
798,2144
799,2095
800,2063
801,2335
802,2150
803,2163
804,2062
805,2026
806,2011
807,2054
808,2259
809,2108
810,2148
811,2239
812,2236
813,2034
814,2142
815,2145
816,2141
817,2073
818,2277
819,2065
820,2204
821,2178
822,2151
823,2223
824,2132
825,2374
826,2251
827,2066
828,2211
829,2316
830,2204
831,2346
832,2181
833,2038
834,2153
835,2266
836,2188
837,2258
838,2196
839,2022
840,2029
841,2204
842,2210
843,2195
844,2288
845,2043
846,2034
847,2334
848,2076
849,2318
850,2273
851,2152
852,2060
853,2294
854,2337
855,2209
856,2010
857,2337
858,2041
859,2072
860,2056
861,2241
862,2215
863,2126
864,2193
865,2059
866,2105
867,2235
868,2280
869,2350
870,2131
871,2000
872,2196
873,2022
874,2290
875,2364
876,2207
877,2219
878,2130
879,2108
880,2113
881,2305
882,2254
883,2104
884,2172
885,2159
886,2273
887,2118
888,2354
889,2285
890,2296
891,2120
892,2374
